,playerId,name,team,position,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
231,8473503,James Reimer,FLA,G,42,135575.0,100.85,96.0,2013.0,77.54,91.0,256.87,280.0,1135.8,1187.0,38.42,52.0,649.15,482.0,475.13,604.0,97.22,1196.0,314.0,87.0,35.27,37.08,28.51,30.0,37.0,29.0,416.0,2.0,1.0
236,8474593,Jacob Markstrom,VAN,G,25,84710.0,64.71,62.0,1225.0,48.31,49.0,148.81,172.0,685.36,693.0,20.88,26.0,384.63,287.0,280.52,357.0,62.36,682.0,210.0,57.0,21.58,24.49,18.64,17.0,26.0,19.0,276.0,2.0,1.0
241,8471734,Jonathan Quick,L.A,G,17,55857.0,44.19,35.0,833.0,32.12,48.0,106.42,104.0,462.03,421.0,15.87,28.0,250.46,183.0,184.72,239.0,42.36,454.0,139.0,40.0,12.78,16.99,14.42,11.0,10.0,14.0,200.0,2.0,1.0
246,8477356,Kristers Gudlevskis,T.B,G,1,687.0,0.23,0.0,7.0,0.3,0.0,0.94,2.0,4.38,3.0,0.21,0.0,2.67,1.0,1.73,3.0,0.23,6.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
251,8476876,Malcolm Subban,BOS,G,1,1836.0,1.58,3.0,25.0,1.09,1.0,3.84,2.0,16.62,16.0,0.6,0.0,8.69,5.0,7.25,12.0,1.55,16.0,6.0,1.0,0.36,0.81,0.41,0.0,2.0,1.0,2.0,0.0,0.0
256,8473541,Jonathan Bernier,ANA,G,39,119591.0,81.91,83.0,1985.0,73.94,67.0,245.89,268.0,1049.61,982.0,32.85,38.0,613.84,523.0,438.26,496.0,79.33,1168.0,266.0,55.0,32.64,31.94,17.32,27.0,36.0,20.0,496.0,4.0,2.0
261,8477202,Andrew Hammond,OTT,G,6,11405.0,9.22,14.0,161.0,6.24,4.0,19.01,21.0,86.54,86.0,3.32,5.0,49.96,33.0,35.77,46.0,9.06,82.0,34.0,7.0,2.67,4.22,2.32,7.0,4.0,3.0,38.0,0.0,0.0
266,8471679,Carey Price,MTL,G,62,222488.0,156.05,138.0,3378.0,119.46,114.0,402.05,475.0,1741.08,1794.0,59.71,68.0,959.87,780.0,714.93,845.0,150.11,1811.0,457.0,140.0,51.26,57.41,47.37,54.0,50.0,34.0,970.0,4.0,2.0
271,8476883,Andrei Vasilevskiy,T.B,G,50,169876.0,124.09,123.0,2550.0,100.03,88.0,320.15,364.0,1421.8,1480.0,44.2,55.0,807.37,609.0,581.76,731.0,120.18,1469.0,416.0,94.0,41.53,50.39,32.16,50.0,37.0,36.0,571.0,2.0,1.0
276,8474889,Martin Jones,S.J,G,64,224343.0,159.08,150.0,3455.0,122.66,122.0,397.02,380.0,1760.03,1692.0,63.65,57.0,977.22,783.0,731.14,971.0,150.87,1810.0,494.0,141.0,51.86,60.73,46.49,54.0,52.0,44.0,1010.0,0.0,0.0
281,8471306,Thomas Greiss,NYI,G,51,168797.0,132.05,126.0,2861.0,101.72,89.0,340.62,314.0,1477.87,1453.0,46.25,52.0,840.66,672.0,620.34,825.0,126.83,1585.0,389.0,112.0,47.88,47.74,36.43,48.0,41.0,37.0,775.0,0.0,0.0
286,8477237,Mike Condon,OTT,G,41,139440.0,97.93,96.0,2234.0,78.87,80.0,268.31,266.0,1154.85,1122.0,36.73,35.0,655.15,563.0,489.24,580.0,95.14,1247.0,299.0,82.0,36.51,35.49,25.94,40.0,36.0,20.0,606.0,4.0,2.0
291,8471750,Ben Bishop,L.A,G,39,133357.0,93.75,94.0,1923.0,74.18,77.0,240.75,252.0,1046.73,1040.0,37.1,30.0,591.96,458.0,427.81,548.0,90.72,1070.0,318.0,75.0,32.02,38.12,23.61,29.0,41.0,24.0,460.0,10.0,5.0
296,8475660,Cam Talbot,EDM,G,72,253444.0,197.96,169.0,3970.0,144.07,170.0,472.79,508.0,2063.59,2078.0,68.27,72.0,1143.88,899.0,828.08,1031.0,186.82,2068.0,605.0,183.0,62.34,73.27,62.34,39.0,75.0,55.0,1114.0,2.0,1.0
301,8467950,Craig Anderson,OTT,G,40,145274.0,102.59,92.0,2435.0,83.83,78.0,291.91,283.0,1238.62,1247.0,37.91,35.0,701.64,576.0,517.76,661.0,98.93,1342.0,311.0,86.0,38.02,37.08,27.49,37.0,25.0,30.0,696.0,0.0,0.0
306,8470657,Jimmy Howard,DET,G,26,83803.0,57.02,49.0,1271.0,46.8,43.0,159.0,177.0,684.83,675.0,20.67,20.0,384.83,317.0,286.75,349.0,54.91,732.0,174.0,51.0,20.15,21.37,15.5,20.0,15.0,14.0,314.0,2.0,1.0
311,8470860,Jaroslav Halak,NYI,G,28,96329.0,77.16,75.0,1715.0,61.3,52.0,201.49,220.0,877.95,885.0,25.92,31.0,498.69,387.0,360.71,462.0,74.36,936.0,225.0,67.0,26.58,27.29,23.3,26.0,23.0,26.0,487.0,0.0,0.0
316,8471695,Tuukka Rask,BOS,G,65,219575.0,136.61,137.0,3125.0,112.84,100.0,384.88,385.0,1640.91,1612.0,64.88,86.0,925.07,708.0,681.17,911.0,131.39,1739.0,433.0,123.0,46.5,51.93,38.18,45.0,55.0,37.0,830.0,0.0,0.0
321,8473575,Semyon Varlamov,COL,G,24,80867.0,65.46,76.0,1314.0,48.85,64.0,163.14,148.0,704.6,745.0,19.22,28.0,393.93,287.0,286.42,380.0,61.16,732.0,188.0,61.0,20.68,23.07,21.71,28.0,30.0,18.0,333.0,0.0,0.0
326,8474596,Jake Allen,STL,G,61,205099.0,130.69,138.0,3022.0,109.16,101.0,374.57,434.0,1623.7,1620.0,49.82,52.0,907.13,613.0,668.03,890.0,126.06,1751.0,378.0,112.0,46.38,46.33,37.98,51.0,44.0,43.0,781.0,4.0,2.0
331,8474152,Scott Darling,CHI,G,32,101315.0,74.89,67.0,1574.0,57.53,76.0,189.64,149.0,829.21,877.0,25.02,31.0,458.18,374.0,338.04,449.0,71.65,843.0,227.0,75.0,23.83,27.15,23.92,22.0,20.0,25.0,429.0,0.0,0.0
336,8470645,Corey Crawford,CHI,G,55,194812.0,146.85,138.0,3060.0,112.7,142.0,377.25,346.0,1633.5,1691.0,50.9,52.0,909.64,691.0,668.9,890.0,139.54,1715.0,411.0,144.0,48.21,50.48,48.16,49.0,44.0,45.0,790.0,2.0,1.0
341,8477293,Antti Raanta,NYR,G,30,97040.0,69.48,61.0,1464.0,51.84,47.0,181.17,179.0,779.21,782.0,26.56,20.0,436.13,351.0,318.6,417.0,66.23,806.0,220.0,57.0,23.18,26.54,19.75,19.0,27.0,15.0,381.0,0.0,0.0
346,8475234,J-F Berube,NYI,G,14,31609.0,20.19,30.0,465.0,16.4,13.0,61.87,80.0,257.78,271.0,9.02,14.0,144.88,105.0,113.44,122.0,19.71,298.0,55.0,12.0,8.59,6.32,5.29,14.0,10.0,6.0,100.0,0.0,0.0
351,8471251,Justin Peters,ARI,G,3,7975.0,5.54,7.0,116.0,4.76,8.0,15.2,19.0,65.77,70.0,2.18,2.0,37.67,25.0,26.53,30.0,5.26,70.0,20.0,2.0,2.24,2.85,0.46,3.0,4.0,0.0,24.0,0.0,0.0
356,8468038,Michael Leighton,CAR,G,4,12617.0,8.81,12.0,188.0,6.32,11.0,22.32,12.0,93.47,92.0,3.25,8.0,52.49,40.0,37.91,52.0,8.52,93.0,30.0,8.0,2.33,3.84,2.63,3.0,4.0,5.0,57.0,0.0,0.0
361,8471239,Cory Schneider,N.J,G,60,208070.0,159.44,163.0,3129.0,118.25,109.0,401.8,480.0,1778.08,1781.0,50.21,55.0,972.58,682.0,735.12,943.0,153.52,1800.0,519.0,128.0,54.41,62.46,42.56,54.0,60.0,49.0,682.0,0.0,0.0
366,8474651,Braden Holtby,WSH,G,62,217241.0,161.31,126.0,3203.0,120.87,146.0,398.81,427.0,1722.21,1661.0,58.27,48.0,950.69,771.0,703.32,866.0,154.9,1768.0,458.0,165.0,51.55,56.54,53.22,35.0,42.0,49.0,812.0,0.0,0.0
371,8475852,Petr Mrazek,DET,G,50,171451.0,127.24,145.0,2584.0,99.35,92.0,325.43,292.0,1440.42,1463.0,42.46,49.0,801.83,639.0,592.44,790.0,123.14,1461.0,427.0,104.0,41.09,52.54,33.61,58.0,47.0,40.0,592.0,2.0,1.0
376,8471418,Anton Khudobin,BOS,G,16,51887.0,38.88,39.0,737.0,28.1,28.0,92.26,109.0,410.51,406.0,15.7,22.0,221.91,178.0,167.74,190.0,37.52,400.0,120.0,42.0,11.29,14.38,13.21,10.0,16.0,13.0,175.0,2.0,1.0
381,8468685,Henrik Lundqvist,NYR,G,56,190526.0,140.05,146.0,3080.0,108.4,116.0,372.51,373.0,1616.77,1620.0,50.99,60.0,910.2,729.0,682.3,853.0,134.98,1718.0,433.0,116.0,48.06,53.06,38.94,48.0,51.0,47.0,813.0,0.0,0.0
386,8473523,Jhonas Enroth,TOR,G,6,16466.0,14.09,18.0,242.0,9.36,9.0,30.06,34.0,137.35,141.0,4.85,2.0,76.73,52.0,55.54,73.0,13.81,131.0,46.0,13.0,3.98,5.26,4.85,9.0,5.0,4.0,52.0,0.0,0.0
391,8476434,John Gibson,ANA,G,52,177021.0,123.16,109.0,2657.0,100.36,110.0,328.39,354.0,1443.85,1438.0,48.38,45.0,810.02,622.0,598.71,765.0,118.84,1515.0,391.0,103.0,40.88,47.19,35.08,30.0,45.0,34.0,648.0,4.0,2.0
396,8475883,Frederik Andersen,TOR,G,66,227960.0,192.24,169.0,3841.0,139.11,134.0,490.14,430.0,2101.64,2052.0,65.25,76.0,1161.07,994.0,870.66,1110.0,185.36,2192.0,554.0,176.0,65.15,65.98,61.11,67.0,46.0,56.0,919.0,6.0,3.0
401,8474550,Antti Niemi,DAL,G,37,103710.0,87.62,95.0,1732.0,62.11,89.0,210.97,184.0,906.66,881.0,30.58,31.0,496.64,407.0,369.6,456.0,83.41,936.0,219.0,102.0,26.01,26.75,34.86,31.0,30.0,34.0,475.0,0.0,0.0
406,8476234,Keith Kinkaid,N.J,G,26,88565.0,72.37,65.0,1395.0,50.82,53.0,176.51,201.0,759.27,779.0,21.87,35.0,420.78,333.0,306.44,368.0,69.39,778.0,206.0,68.0,23.03,24.87,24.48,17.0,24.0,24.0,343.0,0.0,0.0
411,8471715,Ondrej Pavelec,WPG,G,8,26370.0,20.62,26.0,401.0,14.86,22.0,49.19,58.0,216.06,233.0,6.93,9.0,117.01,83.0,86.39,103.0,20.04,216.0,62.0,17.0,6.49,7.69,6.45,8.0,7.0,11.0,106.0,0.0,0.0
416,8476341,Anton Forsberg,CBJ,G,1,3515.0,2.15,4.0,50.0,1.75,2.0,6.63,9.0,27.44,27.0,1.0,1.0,16.26,11.0,11.35,12.0,2.11,31.0,6.0,2.0,0.95,0.58,0.62,0.0,3.0,1.0,11.0,0.0,0.0
421,8476914,Joonas Korpisalo,CBJ,G,14,47431.0,38.79,38.0,776.0,28.77,29.0,97.24,117.0,421.22,401.0,12.21,18.0,238.59,180.0,172.64,209.0,37.5,429.0,127.0,34.0,13.22,14.75,10.81,15.0,11.0,12.0,186.0,0.0,0.0
426,8476932,Anthony Stolarz,PHI,G,7,22565.0,16.28,13.0,319.0,12.09,15.0,41.07,46.0,178.17,181.0,6.26,6.0,97.98,78.0,70.94,88.0,15.72,181.0,48.0,15.0,5.44,5.91,4.93,2.0,6.0,5.0,75.0,0.0,0.0
431,8476899,Matt Murray,PIT,G,49,165948.0,127.73,111.0,2700.0,95.27,135.0,324.44,321.0,1400.63,1450.0,46.77,60.0,756.49,602.0,583.03,717.0,121.57,1445.0,376.0,125.0,39.16,46.89,41.69,36.0,35.0,40.0,754.0,0.0,0.0
436,8475361,Jonas Gustavsson,EDM,G,7,19738.0,11.91,17.0,272.0,9.51,10.0,31.0,32.0,136.95,139.0,5.49,4.0,80.69,57.0,58.44,73.0,11.66,146.0,42.0,8.0,4.74,5.02,2.15,9.0,5.0,3.0,76.0,0.0,0.0
441,8477424,Juuse Saros,NSH,G,21,71995.0,54.56,47.0,1159.0,43.08,39.0,147.84,172.0,635.26,614.0,19.38,40.0,359.02,265.0,261.27,344.0,52.59,677.0,162.0,47.0,18.96,19.7,15.91,15.0,20.0,12.0,273.0,0.0,0.0
446,8470320,Cam Ward,CAR,G,61,217075.0,149.12,162.0,3146.0,115.58,149.0,397.03,309.0,1719.22,1711.0,58.73,58.0,957.68,750.0,712.36,956.0,143.8,1803.0,457.0,128.0,53.32,55.75,40.05,55.0,66.0,41.0,758.0,6.0,3.0
451,8476986,Marek Langhamer,ARI,G,1,931.0,0.89,1.0,18.0,0.47,1.0,1.38,2.0,6.99,8.0,0.09,0.0,3.99,3.0,4.03,4.0,0.88,8.0,2.0,1.0,0.06,0.21,0.62,0.0,1.0,0.0,7.0,0.0,0.0
456,8477968,Alex Nedeljkovic,CAR,G,1,1797.0,1.17,0.0,27.0,1.01,0.0,3.65,1.0,16.67,17.0,0.4,0.0,10.03,8.0,6.66,13.0,1.15,20.0,2.0,1.0,0.72,0.2,0.25,0.0,0.0,0.0,4.0,2.0,1.0
461,8475683,Sergei Bobrovsky,CBJ,G,63,222424.0,160.04,127.0,3452.0,128.63,145.0,430.59,438.0,1861.97,1854.0,57.28,124.0,1032.72,766.0,747.77,929.0,154.46,1907.0,508.0,146.0,53.5,61.86,44.69,43.0,45.0,39.0,891.0,8.0,4.0
466,8471774,Alex Stalock,MIN,G,2,7135.0,4.16,3.0,99.0,3.62,3.0,12.92,22.0,53.21,54.0,1.72,4.0,30.58,18.0,23.02,28.0,4.07,55.0,17.0,4.0,1.22,2.01,0.93,1.0,1.0,1.0,23.0,0.0,0.0
471,8473607,Michal Neuvirth,PHI,G,28,81818.0,53.16,64.0,1189.0,39.98,40.0,136.39,158.0,594.68,586.0,24.12,31.0,323.45,234.0,245.83,301.0,51.79,606.0,165.0,47.0,18.7,19.51,14.95,24.0,24.0,16.0,371.0,2.0,1.0
1,8470140,Kari Lehtonen,DAL,G,37,116658.0,77.62,83.0,1786.0,63.0,60.0,215.81,194.0,935.29,946.0,30.8,31.0,526.5,434.0,408.44,518.0,75.12,1034.0,226.0,62.0,29.32,27.64,20.67,40.0,22.0,21.0,464.0,4.0,2.0
6,8470147,Curtis McElhinney,TOR,G,18,57547.0,43.37,35.0,932.0,34.65,29.0,113.21,113.0,492.56,528.0,15.74,16.0,290.68,269.0,208.48,275.0,42.01,575.0,142.0,27.0,18.49,16.39,8.49,13.0,13.0,9.0,188.0,0.0,0.0
11,8474889,Martin Jones,S.J,G,60,203744.0,145.03,145.0,3309.0,115.56,100.0,376.31,367.0,1664.86,1700.0,58.78,82.0,932.12,770.0,713.01,929.0,140.8,1804.0,458.0,117.0,52.81,56.22,35.99,54.0,53.0,38.0,930.0,2.0,1.0
16,8475660,Cam Talbot,EDM,G,67,223806.0,185.71,188.0,3747.0,136.55,150.0,448.97,487.0,1988.58,2037.0,64.61,59.0,1087.32,839.0,845.34,1049.0,179.16,2084.0,507.0,178.0,63.62,61.37,60.73,66.0,67.0,55.0,978.0,8.0,4.0
21,8475883,Frederik Andersen,TOR,G,66,233311.0,191.47,182.0,3956.0,143.55,148.0,506.87,446.0,2170.62,2211.0,67.25,57.0,1214.44,1055.0,931.36,1134.0,183.8,2313.0,585.0,161.0,67.29,70.62,53.56,60.0,64.0,58.0,897.0,2.0,1.0
26,8476509,Maxime Lagace,VGK,G,16,52411.0,37.52,57.0,820.0,29.63,25.0,98.27,99.0,421.79,431.0,15.29,16.0,236.44,193.0,178.54,201.0,36.07,436.0,130.0,30.0,12.7,15.23,9.59,20.0,25.0,12.0,224.0,0.0,0.0
31,8474667,Harri Sateri,FLA,G,8,25956.0,17.37,22.0,412.0,15.54,11.0,49.46,35.0,227.91,243.0,8.46,11.0,132.83,109.0,102.33,144.0,17.05,252.0,63.0,10.0,7.02,7.19,3.16,4.0,14.0,4.0,87.0,0.0,0.0
36,8473503,James Reimer,FLA,G,44,144685.0,119.59,120.0,2457.0,90.01,95.0,298.98,323.0,1326.33,1373.0,41.04,42.0,741.6,624.0,566.17,646.0,114.61,1378.0,372.0,111.0,40.55,44.43,34.61,41.0,43.0,36.0,596.0,4.0,2.0
41,8470880,Brian Elliott,PHI,G,43,151320.0,115.5,112.0,2371.0,83.87,108.0,288.35,312.0,1249.12,1228.0,40.31,38.0,683.08,481.0,530.64,680.0,111.13,1283.0,358.0,102.0,39.45,42.89,33.16,38.0,40.0,34.0,628.0,2.0,1.0
46,8471734,Jonathan Quick,L.A,G,64,219425.0,170.72,147.0,3524.0,130.6,159.0,434.93,412.0,1910.32,1867.0,59.11,71.0,1051.32,879.0,806.44,997.0,164.11,2028.0,458.0,179.0,58.07,55.5,57.15,56.0,39.0,52.0,859.0,10.0,5.0
51,8470645,Corey Crawford,CHI,G,28,95010.0,71.17,60.0,1517.0,59.52,64.0,187.34,183.0,830.39,842.0,28.03,24.0,466.2,377.0,345.58,445.0,68.5,854.0,246.0,57.0,24.12,29.26,17.8,26.0,21.0,13.0,360.0,0.0,0.0
56,8479138,Scott Foster,CHI,G,1,841.0,0.33,0.0,18.0,0.61,0.0,1.75,2.0,7.88,7.0,0.25,0.0,4.69,4.0,3.39,5.0,0.33,10.0,1.0,0.0,0.24,0.09,0.0,0.0,0.0,0.0,7.0,0.0,0.0
61,8476234,Keith Kinkaid,N.J,G,41,137854.0,102.51,106.0,2271.0,81.27,76.0,281.16,345.0,1222.74,1214.0,38.6,51.0,686.18,532.0,524.76,594.0,98.94,1301.0,341.0,74.0,38.47,41.6,22.44,35.0,46.0,25.0,555.0,2.0,1.0
66,8476330,Adam Wilcox,BUF,G,1,2319.0,1.13,0.0,30.0,0.95,0.0,3.7,6.0,16.96,14.0,0.73,1.0,9.47,4.0,8.22,13.0,1.07,17.0,7.0,0.0,0.38,0.74,0.0,0.0,0.0,0.0,6.0,0.0,0.0
71,8470594,Marc-Andre Fleury,VGK,G,46,159204.0,116.67,100.0,2514.0,93.39,98.0,303.44,281.0,1361.14,1376.0,46.24,49.0,757.88,606.0,593.53,767.0,112.09,1436.0,373.0,100.0,43.49,43.89,29.3,24.0,49.0,27.0,605.0,6.0,4.0
76,8476945,Connor Hellebuyck,WPG,G,67,237954.0,166.61,156.0,3850.0,136.08,144.0,472.52,523.0,2027.53,2048.0,65.45,57.0,1140.66,934.0,873.58,1035.0,158.81,2243.0,463.0,150.0,60.23,55.52,50.86,57.0,53.0,46.0,994.0,0.0,0.0
81,8477480,Eric Comrie,WPG,G,3,10815.0,6.8,12.0,143.0,5.74,13.0,20.64,23.0,83.91,94.0,3.32,4.0,43.94,23.0,36.1,41.0,6.52,91.0,16.0,9.0,2.67,1.9,2.24,5.0,3.0,4.0,27.0,0.0,0.0
86,8468011,Ryan Miller,ANA,G,28,81196.0,62.29,53.0,1335.0,51.09,61.0,163.14,171.0,728.63,739.0,21.83,22.0,412.4,319.0,310.74,391.0,59.8,778.0,196.0,50.0,23.5,23.93,14.87,19.0,20.0,14.0,311.0,0.0,0.0
91,8477237,Mike Condon,OTT,G,31,97585.0,78.92,88.0,1679.0,59.31,73.0,201.08,228.0,876.16,898.0,25.1,20.0,488.33,385.0,378.85,424.0,76.11,941.0,220.0,74.0,27.54,26.37,25.02,34.0,29.0,25.0,444.0,0.0,0.0
96,8476899,Matt Murray,PIT,G,49,163978.0,127.45,133.0,2519.0,93.82,118.0,311.61,281.0,1369.69,1423.0,48.01,48.0,753.4,612.0,574.35,718.0,122.54,1398.0,386.0,122.0,41.51,45.41,40.53,52.0,42.0,39.0,613.0,2.0,1.0
101,8477225,Jared Coreau,DET,G,7,22826.0,17.51,27.0,370.0,13.28,9.0,44.48,47.0,197.96,203.0,5.68,7.0,111.67,94.0,86.63,98.0,16.93,207.0,57.0,16.0,6.44,6.61,4.46,15.0,7.0,5.0,90.0,0.0,0.0
106,8480382,Alexandar Georgiev,NYR,G,10,30886.0,27.46,27.0,563.0,20.88,27.0,71.62,87.0,311.03,331.0,7.89,5.0,172.97,140.0,133.78,146.0,26.35,326.0,80.0,31.0,8.26,9.26,9.94,11.0,6.0,10.0,126.0,0.0,1.0
111,8475622,Carter Hutton,STL,G,32,96572.0,66.95,56.0,1526.0,53.93,63.0,179.54,189.0,783.1,810.0,27.25,20.0,427.62,351.0,332.27,407.0,63.78,833.0,187.0,66.0,23.24,22.68,21.02,16.0,22.0,18.0,440.0,2.0,1.0
116,8471219,Al Montoya,EDM,G,13,41504.0,32.07,37.0,624.0,21.49,31.0,68.71,88.0,300.21,346.0,11.77,17.0,167.99,133.0,125.25,172.0,30.67,357.0,88.0,31.0,12.98,10.53,8.56,14.0,14.0,9.0,148.0,0.0,0.0
121,8475215,Robin Lehner,BUF,G,53,171121.0,128.94,143.0,2770.0,101.54,122.0,340.72,328.0,1496.08,1561.0,44.17,54.0,843.04,653.0,647.99,809.0,124.59,1616.0,386.0,110.0,45.03,46.96,36.95,59.0,49.0,35.0,658.0,2.0,1.0
126,8475831,Philipp Grubauer,WSH,G,35,110782.0,91.52,73.0,1834.0,72.11,77.0,224.55,256.0,987.39,953.0,28.77,32.0,562.95,440.0,401.11,514.0,87.22,1016.0,294.0,83.0,30.53,35.3,25.68,18.0,30.0,25.0,441.0,0.0,0.0
131,8476341,Anton Forsberg,CHI,G,35,102887.0,78.71,85.0,1605.0,58.29,58.0,191.22,203.0,849.63,921.0,28.62,42.0,467.71,387.0,369.07,443.0,75.51,878.0,256.0,70.0,25.25,31.35,22.11,29.0,37.0,19.0,401.0,0.0,0.0
136,8471306,Thomas Greiss,NYI,G,27,89505.0,77.61,95.0,1575.0,59.22,55.0,192.92,191.0,851.19,879.0,23.15,38.0,482.18,364.0,352.92,443.0,75.16,881.0,241.0,71.0,26.15,29.08,22.38,25.0,35.0,35.0,382.0,0.0,0.0
141,8471433,Daniel Taylor,OTT,G,1,3509.0,2.83,4.0,63.0,2.26,0.0,7.51,13.0,34.78,34.0,0.75,3.0,20.28,10.0,15.04,22.0,2.79,39.0,8.0,2.0,1.47,0.86,0.49,1.0,2.0,1.0,14.0,0.0,0.0
146,8477202,Andrew Hammond,COL,G,1,3502.0,2.53,2.0,61.0,2.52,2.0,7.85,6.0,32.92,33.0,1.05,0.0,18.25,14.0,13.78,22.0,2.47,34.0,11.0,1.0,0.99,1.19,0.34,2.0,0.0,0.0,15.0,0.0,0.0
151,8479312,Alex Lyon,PHI,G,11,28788.0,20.38,22.0,435.0,15.29,23.0,51.93,59.0,226.14,232.0,7.49,10.0,124.96,92.0,94.54,125.0,19.7,251.0,61.0,17.0,8.21,7.43,4.75,5.0,12.0,5.0,106.0,0.0,0.0
156,8471469,Pekka Rinne,NSH,G,59,208527.0,153.95,134.0,3302.0,120.84,105.0,397.79,492.0,1769.42,1841.0,58.07,79.0,982.4,783.0,752.74,887.0,148.84,1891.0,448.0,126.0,53.14,54.64,46.17,52.0,44.0,38.0,837.0,6.0,3.0
161,8474596,Jake Allen,STL,G,59,197895.0,132.05,152.0,3019.0,104.08,110.0,356.22,387.0,1544.47,1614.0,55.16,49.0,863.03,689.0,663.89,802.0,126.49,1688.0,381.0,117.0,47.69,45.44,38.91,66.0,46.0,40.0,833.0,0.0,0.0
166,8476434,John Gibson,ANA,G,60,205709.0,160.84,139.0,3540.0,129.81,141.0,433.26,424.0,1901.4,1873.0,56.29,60.0,1069.04,909.0,817.93,994.0,154.81,2076.0,451.0,147.0,58.53,54.77,47.54,41.0,50.0,48.0,866.0,6.0,3.0
171,8473607,Michal Neuvirth,PHI,G,21,62323.0,47.82,45.0,985.0,33.76,45.0,120.81,137.0,521.08,530.0,17.77,18.0,280.85,214.0,223.71,262.0,46.55,559.0,123.0,42.0,16.39,15.21,16.22,14.0,10.0,21.0,261.0,0.0,0.0
176,8479496,David Rittich,CGY,G,21,60494.0,45.99,49.0,967.0,35.03,36.0,114.86,130.0,511.72,512.0,18.77,22.0,285.68,206.0,221.49,275.0,43.87,528.0,153.0,39.0,15.83,19.04,11.12,18.0,21.0,10.0,247.0,4.0,2.0
181,8474651,Braden Holtby,WSH,G,54,184068.0,148.58,153.0,3123.0,117.65,146.0,383.87,370.0,1669.89,1648.0,47.27,62.0,942.69,751.0,699.38,880.0,142.7,1787.0,433.0,127.0,51.78,52.84,43.96,51.0,58.0,44.0,776.0,2.0,1.0
186,8476986,Marek Langhamer,ARI,G,1,1733.0,0.48,0.0,27.0,0.89,0.0,3.86,6.0,15.02,10.0,0.57,0.0,7.98,7.0,6.21,7.0,0.48,19.0,1.0,0.0,0.28,0.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0
191,8471774,Alex Stalock,MIN,G,28,89716.0,63.73,71.0,1541.0,55.7,46.0,182.2,193.0,800.4,787.0,22.94,23.0,465.42,384.0,343.78,415.0,60.59,895.0,195.0,47.0,26.61,22.79,14.32,27.0,29.0,15.0,404.0,0.0,0.0
196,8476999,Linus Ullmark,BUF,G,5,14418.0,9.04,8.0,214.0,7.8,5.0,29.05,38.0,123.52,123.0,4.09,3.0,70.81,56.0,53.36,63.0,8.88,144.0,21.0,9.0,4.35,2.4,2.28,1.0,2.0,5.0,40.0,0.0,0.0
201,8470320,Cam Ward,CAR,G,43,147560.0,99.43,112.0,2156.0,78.39,86.0,270.76,265.0,1172.68,1187.0,45.8,50.0,642.79,530.0,502.03,607.0,96.27,1240.0,304.0,88.0,35.06,36.71,27.66,42.0,35.0,35.0,524.0,4.0,2.0
206,8471239,Cory Schneider,N.J,G,40,138735.0,105.26,114.0,2266.0,81.11,79.0,280.22,297.0,1230.66,1228.0,38.63,47.0,682.24,556.0,523.17,610.0,100.66,1322.0,300.0,90.0,37.4,36.14,31.71,43.0,42.0,29.0,554.0,0.0,0.0
211,8473541,Jonathan Bernier,COL,G,36,116483.0,82.43,94.0,1949.0,70.96,91.0,236.97,284.0,1021.31,1065.0,30.78,26.0,591.38,414.0,434.19,525.0,79.04,1133.0,245.0,72.0,30.71,29.47,22.24,35.0,35.0,24.0,499.0,0.0,0.0
216,8467950,Craig Anderson,OTT,G,58,195032.0,156.81,180.0,3323.0,119.92,125.0,395.71,330.0,1749.37,1768.0,52.11,55.0,973.71,828.0,744.21,930.0,151.74,1850.0,450.0,147.0,52.26,54.95,49.61,62.0,65.0,53.0,876.0,2.0,1.0
221,8474152,Scott Darling,CAR,G,43,148507.0,102.82,131.0,2142.0,80.16,77.0,270.03,212.0,1194.2,1171.0,44.38,49.0,664.05,493.0,508.09,717.0,99.58,1259.0,334.0,71.0,38.06,40.44,24.32,50.0,46.0,35.0,478.0,2.0,1.0
226,8476914,Joonas Korpisalo,CBJ,G,18,62929.0,48.81,58.0,991.0,37.07,38.0,117.74,116.0,531.83,564.0,18.66,37.0,293.29,230.0,223.99,256.0,46.78,533.0,162.0,43.0,15.9,19.77,13.15,26.0,20.0,12.0,253.0,0.0,0.0
231,8477424,Juuse Saros,NSH,G,26,89800.0,70.48,61.0,1474.0,57.29,78.0,181.63,191.0,797.75,810.0,25.0,27.0,443.81,352.0,328.84,402.0,67.56,832.0,207.0,69.0,25.55,25.21,19.71,24.0,17.0,20.0,366.0,0.0,0.0
236,8480263,Dylan Ferguson,VGK,G,1,554.0,0.3,1.0,8.0,0.21,0.0,0.63,0.0,2.81,2.0,0.06,1.0,1.72,3.0,1.04,0.0,0.3,2.0,2.0,0.0,0.08,0.22,0.0,0.0,1.0,0.0,4.0,0.0,0.0
